m_value,M_value,L_value,g_value,d_value,b_value,theta_cmd,theta_0,F_value,t0
,,,,,,,,-16803.8,0.275
,,,,,,,,-16803.8,0.2875
,,,,,,,,-15624.4,0.2875
,,,,,,,,-15624.4,0.3
,,,,,,,,-15624.4,0.325
,,,,,,,,-15624.4,0.3375
,,,,,,,,-14464.7,0.3375
,,,,,,,,-14464.7,0.35
,,,,,,,,-14464.7,0.375
,,,,,,,,-14464.7,0.3875
,,,,,,,,-13330.1,0.3875
,,,,,,,,-13330.1,0.4
,,,,,,,,-13330.1,0.425
,,,,,,,,-13330.1,0.4375
,,,,,,,,-12225.4,0.4375
,,,,,,,,-12225.4,0.45
,,,,,,,,-12225.4,0.475
,,,,,,,,-12225.4,0.4875
,,,,,,,,-11154.6,0.4875
,,,,,,,,-11154.6,0.5
,,,,,,,,-11154.6,0.525
,,,,,,,,-11154.6,0.5375
,,,,,,,,-10121.3,0.5375
,,,,,,,,-10121.3,0.55
,,,,,,,,-10121.3,0.575
,,,,,,,,-10121.3,0.5875
,,,,,,,,-9128.2,0.5875
,,,,,,,,-9128.2,0.6
,,,,,,,,-9128.2,0.625
,,,,,,,,-9128.2,0.6375
,,,,,,,,-8177.65,0.6375
,,,,,,,,-8177.65,0.65
,,,,,,,,-8177.65,0.675
,,,,,,,,-8177.65,0.6875
,,,,,,,,-7271.41,0.6875
,,,,,,,,-7271.41,0.7
,,,,,,,,-7271.41,0.725
,,,,,,,,-7271.41,0.7375
,,,,,,,,-6410.82,0.7375
,,,,,,,,-6410.82,0.75
,,,,,,,,-6410.82,0.775
,,,,,,,,-6410.82,0.7875
,,,,,,,,-5596.76,0.7875
,,,,,,,,-5596.76,0.8
,,,,,,,,-5596.76,0.825
,,,,,,,,-5596.76,0.8375
,,,,,,,,-4829.73,0.8375
,,,,,,,,-4829.73,0.85
,,,,,,,,-4829.73,0.875
,,,,,,,,-4829.73,0.8875
,,,,,,,,-4109.86,0.8875
,,,,,,,,-4109.86,0.9
,,,,,,,,-4109.86,0.925
,,,,,,,,-4109.86,0.9375
,,,,,,,,-3436.97,0.9375
,,,,,,,,-3436.97,0.95
,,,,,,,,-3436.97,0.975
,,,,,,,,-3436.97,0.9875
,,,,,,,,-2810.62,0.9875
,,,,,,,,-2810.62,1
,,,,,,,,-2810.62,1.025
,,,,,,,,-2810.62,1.0375
,,,,,,,,-2230.07,1.0375
,,,,,,,,-2230.07,1.05
,,,,,,,,-2230.07,1.075
,,,,,,,,-2230.07,1.0875
,,,,,,,,-1694.39,1.0875
,,,,,,,,-1694.39,1.1
,,,,,,,,-1694.39,1.125
,,,,,,,,-1694.39,1.1375
,,,,,,,,-1202.46,1.1375
,,,,,,,,-1202.46,1.15
,,,,,,,,-1202.46,1.175
,,,,,,,,-1202.46,1.1875
,,,,,,,,-752.962,1.1875
,,,,,,,,-752.962,1.2
,,,,,,,,-752.962,1.225
,,,,,,,,-752.962,1.2375
,,,,,,,,-344.466,1.2375
,,,,,,,,-344.466,1.25
,,,,,,,,-344.466,1.275
,,,,,,,,-344.466,1.2875
,,,,,,,,24.5861,1.2875
,,,,,,,,24.5861,1.3
,,,,,,,,24.5861,1.325
,,,,,,,,24.5861,1.3375
,,,,,,,,355.848,1.3375
,,,,,,,,355.848,1.35
,,,,,,,,355.848,1.375
,,,,,,,,355.848,1.3875
,,,,,,,,651.047,1.3875
,,,,,,,,651.047,1.4
,,,,,,,,651.047,1.425
,,,,,,,,651.047,1.4375
,,,,,,,,911.967,1.4375
,,,,,,,,911.967,1.45
,,,,,,,,911.967,1.475
,,,,,,,,911.967,1.4875
,,,,,,,,1140.43,1.4875
,,,,,,,,1140.43,1.5
,,,,,,,,1140.43,1.525
,,,,,,,,1140.43,1.5375
,,,,,,,,1338.28,1.5375
,,,,,,,,1338.28,1.55
,,,,,,,,1338.28,1.575
,,,,,,,,1338.28,1.5875
,,,,,,,,1507.38,1.5875
,,,,,,,,1507.38,1.6
,,,,,,,,1507.38,1.625
,,,,,,,,1507.38,1.6375
,,,,,,,,1649.57,1.6375
,,,,,,,,1649.57,1.65
,,,,,,,,1649.57,1.675
,,,,,,,,1649.57,1.6875
,,,,,,,,1766.68,1.6875
,,,,,,,,1766.68,1.7
,,,,,,,,1766.68,1.725
,,,,,,,,1766.68,1.7375
,,,,,,,,1860.54,1.7375
,,,,,,,,1860.54,1.75
,,,,,,,,1860.54,1.775
,,,,,,,,1860.54,1.7875
,,,,,,,,1932.91,1.7875
,,,,,,,,1932.91,1.8
,,,,,,,,1932.91,1.825
,,,,,,,,1932.91,1.8375
,,,,,,,,1985.51,1.8375
,,,,,,,,1985.51,1.85
,,,,,,,,1985.51,1.875
,,,,,,,,1985.51,1.8875
,,,,,,,,2020.05,1.8875
,,,,,,,,2020.05,1.9
,,,,,,,,2020.05,1.925
,,,,,,,,2020.05,1.9375
,,,,,,,,2038.13,1.9375
,,,,,,,,2038.13,1.95
,,,,,,,,2038.13,1.975
,,,,,,,,2038.13,1.9875
,,,,,,,,2041.34,1.9875
,,,,,,,,2041.34,2
,,,,,,,,2041.34,2.025
,,,,,,,,2041.34,2.0375
,,,,,,,,2031.16,2.0375
,,,,,,,,2031.16,2.05
,,,,,,,,2031.16,2.075
,,,,,,,,2031.16,2.0875
,,,,,,,,2009.03,2.0875
,,,,,,,,2009.03,2.1
,,,,,,,,2009.03,2.125
,,,,,,,,2009.03,2.1375
,,,,,,,,1976.33,2.1375
,,,,,,,,1976.33,2.15
,,,,,,,,1976.33,2.175
,,,,,,,,1976.33,2.1875
,,,,,,,,1934.34,2.1875
,,,,,,,,1934.34,2.2
,,,,,,,,1934.34,2.225
,,,,,,,,1934.34,2.2375
,,,,,,,,1884.28,2.2375
,,,,,,,,1884.28,2.25
,,,,,,,,1884.28,2.275
,,,,,,,,1884.28,2.2875
,,,,,,,,1827.3,2.2875
,,,,,,,,1827.3,2.3
,,,,,,,,1827.3,2.325
,,,,,,,,1827.3,2.3375
,,,,,,,,1764.49,2.3375
,,,,,,,,1764.49,2.35
,,,,,,,,1764.49,2.375
,,,,,,,,1764.49,2.3875
,,,,,,,,1696.83,2.3875
,,,,,,,,1696.83,2.4
,,,,,,,,1696.83,2.425
,,,,,,,,1696.83,2.4375
,,,,,,,,1625.27,2.4375
,,,,,,,,1625.27,2.45
,,,,,,,,1625.27,2.475
,,,,,,,,1625.27,2.4875
,,,,,,,,1550.66,2.4875
,,,,,,,,1550.66,2.5
,,,,,,,,1550.66,2.525
,,,,,,,,1550.66,2.5375
,,,,,,,,1473.81,2.5375
,,,,,,,,1473.81,2.55
,,,,,,,,1473.81,2.575
,,,,,,,,1473.81,2.5875
,,,,,,,,1395.42,2.5875
,,,,,,,,1395.42,2.6
,,,,,,,,1395.42,2.625
,,,,,,,,1395.42,2.6375
,,,,,,,,1316.18,2.6375
,,,,,,,,1316.18,2.65
,,,,,,,,1316.18,2.675
,,,,,,,,1316.18,2.6875
,,,,,,,,1236.67,2.6875
,,,,,,,,1236.67,2.7
,,,,,,,,1236.67,2.725
,,,,,,,,1236.67,2.7375
,,,,,,,,1157.44,2.7375
,,,,,,,,1157.44,2.75
,,,,,,,,1157.44,2.775
,,,,,,,,1157.44,2.7875
,,,,,,,,1078.97,2.7875
,,,,,,,,1078.97,2.8
,,,,,,,,1078.97,2.825
,,,,,,,,1078.97,2.8375
,,,,,,,,1001.69,2.8375
,,,,,,,,1001.69,2.85
,,,,,,,,1001.69,2.875
,,,,,,,,1001.69,2.8875
,,,,,,,,925.974,2.8875
,,,,,,,,925.974,2.9
,,,,,,,,925.974,2.925
,,,,,,,,925.974,2.9375
,,,,,,,,852.155,2.9375
,,,,,,,,852.155,2.95
,,,,,,,,852.155,2.975
,,,,,,,,852.155,2.9875
,,,,,,,,780.514,2.9875
,,,,,,,,780.514,3
,,,,,,,,780.514,3.025
,,,,,,,,780.514,3.0375
,,,,,,,,711.291,3.0375
,,,,,,,,711.291,3.05
,,,,,,,,711.291,3.075
,,,,,,,,711.291,3.0875
,,,,,,,,673.547,3.0875
,,,,,,,,673.547,3.1
,,,,,,,,673.547,3.125
,,,,,,,,673.547,3.1375
,,,,,,,,578.439,3.1375
,,,,,,,,578.439,3.15
,,,,,,,,578.439,3.175
,,,,,,,,578.439,3.1875
,,,,,,,,516.537,3.1875
,,,,,,,,516.537,3.2
,,,,,,,,516.537,3.225
,,,,,,,,516.537,3.2375
,,,,,,,,458.607,3.2375
,,,,,,,,458.607,3.25
,,,,,,,,458.607,3.275
,,,,,,,,458.607,3.2875
,,,,,,,,403.797,3.2875
,,,,,,,,403.797,3.3
,,,,,,,,403.797,3.325
,,,,,,,,403.797,3.3375
,,,,,,,,352.116,3.3375
,,,,,,,,352.116,3.35
,,,,,,,,352.116,3.375
,,,,,,,,352.116,3.3875
,,,,,,,,303.577,3.3875
,,,,,,,,303.577,3.4
,,,,,,,,303.577,3.425
,,,,,,,,303.577,3.4375
,,,,,,,,258.171,3.4375
,,,,,,,,258.171,3.45
,,,,,,,,258.171,3.475
,,,,,,,,258.171,3.4875
,,,,,,,,215.871,3.4875
,,,,,,,,215.871,3.5
,,,,,,,,215.871,3.525
,,,,,,,,215.871,3.5375
,,,,,,,,176.633,3.5375
,,,,,,,,176.633,3.55
,,,,,,,,176.633,3.575
,,,,,,,,176.633,3.5875
,,,,,,,,140.397,3.5875
,,,,,,,,140.397,3.6
,,,,,,,,140.397,3.625
,,,,,,,,140.397,3.6375
,,,,,,,,107.088,3.6375
,,,,,,,,107.088,3.65
,,,,,,,,107.088,3.675
,,,,,,,,107.088,3.6875
,,,,,,,,76.6239,3.6875
,,,,,,,,76.6239,3.7
,,,,,,,,76.6239,3.725
,,,,,,,,76.6239,3.7375
,,,,,,,,48.909,3.7375
,,,,,,,,48.909,3.75
,,,,,,,,48.909,3.775
,,,,,,,,48.909,3.7875
,,,,,,,,23.8414,3.7875
,,,,,,,,23.8414,3.8
,,,,,,,,23.8414,3.825
,,,,,,,,23.8414,3.8375
,,,,,,,,1.31188,3.8375
,,,,,,,,1.31188,3.85
,,,,,,,,1.31188,3.875
,,,,,,,,1.31188,3.8875
,,,,,,,,-18.7937,3.8875
,,,,,,,,-18.7937,3.9
,,,,,,,,-18.7937,3.925
,,,,,,,,-18.7937,3.9375
,,,,,,,,-36.5935,3.9375
,,,,,,,,-36.5935,3.95
,,,,,,,,-36.5935,3.975
,,,,,,,,-36.5935,3.9875
,,,,,,,,-52.2086,3.9875
,,,,,,,,-52.2086,4
,,,,,,,,-52.2086,4.025
,,,,,,,,-52.2086,4.0375
,,,,,,,,-65.7617,4.0375
,,,,,,,,-65.7617,4.05
,,,,,,,,-65.7617,4.075
,,,,,,,,-65.7617,4.0875
,,,,,,,,-77.3763,4.0875
,,,,,,,,-77.3763,4.1
,,,,,,,,-77.3763,4.125
,,,,,,,,-77.3763,4.1375
,,,,,,,,-87.1758,4.1375
,,,,,,,,-87.1758,4.15
,,,,,,,,-87.1758,4.175
,,,,,,,,-87.1758,4.1875
,,,,,,,,-95.2825,4.1875
,,,,,,,,-95.2825,4.2
,,,,,,,,-95.2825,4.225
,,,,,,,,-95.2825,4.2375
,,,,,,,,-101.817,4.2375
,,,,,,,,-101.817,4.25
,,,,,,,,-101.817,4.275
,,,,,,,,-101.817,4.2875
,,,,,,,,-106.899,4.2875
,,,,,,,,-106.899,4.3
,,,,,,,,-106.899,4.325
,,,,,,,,-106.899,4.3375
,,,,,,,,-110.643,4.3375
,,,,,,,,-110.643,4.35
,,,,,,,,-110.643,4.375
,,,,,,,,-110.643,4.3875
,,,,,,,,-113.163,4.3875
,,,,,,,,-113.163,4.4
,,,,,,,,-113.163,4.425
,,,,,,,,-113.163,4.4375
,,,,,,,,-114.567,4.4375
,,,,,,,,-114.567,4.45
,,,,,,,,-114.567,4.475
,,,,,,,,-114.567,4.4875
,,,,,,,,-114.961,4.4875
,,,,,,,,-114.961,4.5
,,,,,,,,-114.961,4.525
,,,,,,,,-114.961,4.5375
,,,,,,,,-114.445,4.5375
,,,,,,,,-114.445,4.55
,,,,,,,,-114.445,4.575
,,,,,,,,-114.445,4.5875
,,,,,,,,-113.116,4.5875
,,,,,,,,-113.116,4.6
,,,,,,,,-113.116,4.625
,,,,,,,,-113.116,4.6375
,,,,,,,,-111.066,4.6375
,,,,,,,,-111.066,4.65
,,,,,,,,-111.066,4.675
,,,,,,,,-111.066,4.6875
,,,,,,,,-108.381,4.6875
,,,,,,,,-108.381,4.7
,,,,,,,,-108.381,4.725
,,,,,,,,-108.381,4.7375
,,,,,,,,-105.144,4.7375
,,,,,,,,-105.144,4.75
,,,,,,,,-105.144,4.775
,,,,,,,,-105.144,4.7875
,,,,,,,,-101.432,4.7875
,,,,,,,,-101.432,4.8
,,,,,,,,-101.432,4.825
,,,,,,,,-101.432,4.8375
,,,,,,,,-97.3186,4.8375
,,,,,,,,-97.3186,4.85
,,,,,,,,-97.3186,4.875
,,,,,,,,-97.3186,4.8875
,,,,,,,,-92.8705,4.8875
,,,,,,,,-92.8705,4.9
,,,,,,,,-92.8705,4.925
,,,,,,,,-92.8705,4.9375
,,,,,,,,-88.1509,4.9375
,,,,,,,,-88.1509,4.95
,,,,,,,,-88.1509,4.975
,,,,,,,,-88.1509,4.9875
,,,,,,,,-83.2182,4.9875
,,,,,,,,-83.2182,5
,,,,,,,,-83.2182,5.025
,,,,,,,,-83.2182,5.0375
,,,,,,,,-78.126,5.0375
,,,,,,,,-78.126,5.05
,,,,,,,,-78.126,5.075
,,,,,,,,-78.126,5.0875
,,,,,,,,-72.9235,5.0875
,,,,,,,,-72.9235,5.1
,,,,,,,,-72.9235,5.125
,,,,,,,,-72.9235,5.1375
,,,,,,,,-67.6556,5.1375
,,,,,,,,-67.6556,5.15
,,,,,,,,-67.6556,5.175
,,,,,,,,-67.6556,5.1875
,,,,,,,,-62.3631,5.1875
,,,,,,,,-62.3631,5.2
,,,,,,,,-62.3631,5.225
,,,,,,,,-62.3631,5.2375
,,,,,,,,-57.0826,5.2375
,,,,,,,,-57.0826,5.25
,,,,,,,,-57.0826,5.275
,,,,,,,,-57.0826,5.2875
,,,,,,,,-51.8471,5.2875
,,,,,,,,-51.8471,5.3
,,,,,,,,-51.8471,5.325
,,,,,,,,-51.8471,5.3375
,,,,,,,,-46.6857,5.3375
,,,,,,,,-46.6857,5.35
,,,,,,,,-46.6857,5.375
,,,,,,,,-46.6857,5.3875
,,,,,,,,-41.6242,5.3875
,,,,,,,,-41.6242,5.4
,,,,,,,,-41.6242,5.425
,,,,,,,,-41.6242,5.4375
,,,,,,,,-36.6852,5.4375
,,,,,,,,-36.6852,5.45
,,,,,,,,-36.6852,5.475
,,,,,,,,-36.6852,5.4875
,,,,,,,,-31.8879,5.4875
,,,,,,,,-31.8879,5.5
,,,,,,,,-31.8879,5.525
,,,,,,,,-31.8879,5.5375
,,,,,,,,-27.2489,5.5375
,,,,,,,,-27.2489,5.55
,,,,,,,,-27.2489,5.575
,,,,,,,,-27.2489,5.5875
,,,,,,,,-22.782,5.5875
,,,,,,,,-22.782,5.6
,,,,,,,,-22.782,5.625
,,,,,,,,-22.782,5.6375
,,,,,,,,-18.4983,5.6375
,,,,,,,,-18.4983,5.65
,,,,,,,,-18.4983,5.675
,,,,,,,,-18.4983,5.6875
,,,,,,,,-14.4069,5.6875
,,,,,,,,-14.4069,5.7
,,,,,,,,-14.4069,5.725
,,,,,,,,-14.4069,5.7375
,,,,,,,,-10.5145,5.7375
,,,,,,,,-10.5145,5.75
,,,,,,,,-10.5145,5.775
,,,,,,,,-10.5145,5.7875
,,,,,,,,-6.82588,5.7875
,,,,,,,,-6.82588,5.8
,,,,,,,,-6.82588,5.825
,,,,,,,,-6.82588,5.8375
,,,,,,,,-3.34404,5.8375
,,,,,,,,-3.34404,5.85
,,,,,,,,-3.34404,5.875
,,,,,,,,-3.34404,5.8875
,,,,,,,,-0.0703188,5.8875
,,,,,,,,-0.0703188,5.9
,,,,,,,,-0.0703188,5.925
,,,,,,,,-0.0703188,5.9375
,,,,,,,,2.99542,5.9375
,,,,,,,,2.99542,5.95
,,,,,,,,2.99542,5.975
,,,,,,,,2.99542,5.9875
,,,,,,,,5.85464,5.9875
,,,,,,,,5.85464,6
,,,,,,,,5.85464,6.025
,,,,,,,,5.85464,6.0375
,,,,,,,,8.51,6.0375
,,,,,,,,8.51,6.05
,,,,,,,,8.51,6.075
,,,,,,,,8.51,6.0875
,,,,,,,,10.9652,6.0875
,,,,,,,,10.9652,6.1
,,,,,,,,10.9652,6.125
,,,,,,,,10.9652,6.1375
,,,,,,,,13.2248,6.1375
,,,,,,,,13.2248,6.15
,,,,,,,,13.2248,6.175
,,,,,,,,13.2248,6.1875
,,,,,,,,15.2943,6.1875
,,,,,,,,15.2943,6.2
,,,,,,,,15.2943,6.225
,,,,,,,,15.2943,6.2375
,,,,,,,,17.1796,6.2375
,,,,,,,,17.1796,6.25
,,,,,,,,17.1796,6.275
,,,,,,,,17.1796,6.2875
,,,,,,,,18.8876,6.2875
,,,,,,,,18.8876,6.3
,,,,,,,,18.8876,6.325
,,,,,,,,18.8876,6.3375
,,,,,,,,20.4251,6.3375
,,,,,,,,20.4251,6.35
,,,,,,,,20.4251,6.375
,,,,,,,,20.4251,6.3875
,,,,,,,,21.7999,6.3875
,,,,,,,,21.7999,6.4
,,,,,,,,21.7999,6.425
,,,,,,,,21.7999,6.4375
,,,,,,,,23.0195,6.4375
,,,,,,,,23.0195,6.45
,,,,,,,,23.0195,6.475
,,,,,,,,23.0195,6.4875
,,,,,,,,24.0921,6.4875
,,,,,,,,24.0921,6.5
,,,,,,,,24.0921,6.525
,,,,,,,,24.0921,6.5375
,,,,,,,,25.0256,6.5375
,,,,,,,,25.0256,6.55
,,,,,,,,25.0256,6.575
,,,,,,,,25.0256,6.5875
,,,,,,,,25.8283,6.5875
,,,,,,,,25.8283,6.6
,,,,,,,,25.8283,6.625
,,,,,,,,25.8283,6.6375
,,,,,,,,26.5084,6.6375
,,,,,,,,26.5084,6.65
,,,,,,,,26.5084,6.675
,,,,,,,,26.5084,6.6875
,,,,,,,,27.0739,6.6875
,,,,,,,,27.0739,6.7
,,,,,,,,27.0739,6.725
,,,,,,,,27.0739,6.7375
,,,,,,,,27.533,6.7375
,,,,,,,,27.533,6.75
,,,,,,,,27.533,6.775
,,,,,,,,27.533,6.7875
,,,,,,,,27.8936,6.7875
,,,,,,,,27.8936,6.8
,,,,,,,,27.8936,6.825
,,,,,,,,27.8936,6.8375
,,,,,,,,28.1633,6.8375
,,,,,,,,28.1633,6.85
,,,,,,,,28.1633,6.875
,,,,,,,,28.1633,6.8875
,,,,,,,,28.3498,6.8875
,,,,,,,,28.3498,6.9
,,,,,,,,28.3498,6.925
,,,,,,,,28.3498,6.9375
,,,,,,,,28.4602,6.9375
,,,,,,,,28.4602,6.95
,,,,,,,,28.4602,6.975
,,,,,,,,28.4602,6.9875
,,,,,,,,28.5018,6.9875
,,,,,,,,28.5018,7
,,,,,,,,28.5018,7.025
,,,,,,,,28.5018,7.0375
,,,,,,,,28.4811,7.0375
,,,,,,,,28.4811,7.05
,,,,,,,,28.4811,7.075
,,,,,,,,28.4811,7.0875
,,,,,,,,28.4048,7.0875
,,,,,,,,28.4048,7.1
,,,,,,,,28.4048,7.125
,,,,,,,,28.4048,7.1375
,,,,,,,,28.2789,7.1375
,,,,,,,,28.2789,7.15
,,,,,,,,28.2789,7.175
,,,,,,,,28.2789,7.1875
,,,,,,,,28.1094,7.1875
,,,,,,,,28.1094,7.2
,,,,,,,,28.1094,7.225
,,,,,,,,28.1094,7.2375
,,,,,,,,27.9018,7.2375
,,,,,,,,27.9018,7.25
,,,,,,,,27.9018,7.275
,,,,,,,,27.9018,7.2875
,,,,,,,,27.6613,7.2875
,,,,,,,,27.6613,7.3
,,,,,,,,27.6613,7.325
,,,,,,,,27.6613,7.3375
,,,,,,,,27.3927,7.3375
,,,,,,,,27.3927,7.35
,,,,,,,,27.3927,7.375
,,,,,,,,27.3927,7.3875
,,,,,,,,27.1008,7.3875
,,,,,,,,27.1008,7.4
,,,,,,,,27.1008,7.425
,,,,,,,,27.1008,7.4375
,,,,,,,,26.7897,7.4375
,,,,,,,,26.7897,7.45
,,,,,,,,26.7897,7.475
,,,,,,,,26.7897,7.4875
,,,,,,,,26.4634,7.4875
,,,,,,,,26.4634,7.5
,,,,,,,,26.4634,7.525
,,,,,,,,26.4634,7.5375
,,,,,,,,26.1255,7.5375
,,,,,,,,26.1255,7.55
,,,,,,,,26.1255,7.575
,,,,,,,,26.1255,7.5875
,,,,,,,,25.7795,7.5875
,,,,,,,,25.7795,7.6
,,,,,,,,25.7795,7.625
,,,,,,,,25.7795,7.6375
,,,,,,,,25.4282,7.6375
,,,,,,,,25.4282,7.65
,,,,,,,,25.4282,7.675
,,,,,,,,25.4282,7.6875
,,,,,,,,25.0746,7.6875
,,,,,,,,25.0746,7.7
,,,,,,,,25.0746,7.725
,,,,,,,,25.0746,7.7375
,,,,,,,,24.7212,7.7375
,,,,,,,,24.7212,7.75
,,,,,,,,24.7212,7.775
,,,,,,,,24.7212,7.7875
,,,,,,,,24.3701,7.7875
,,,,,,,,24.3701,7.8
,,,,,,,,24.3701,7.825
,,,,,,,,24.3701,7.8375
,,,,,,,,24.0234,7.8375
,,,,,,,,24.0234,7.85
,,,,,,,,24.0234,7.875
,,,,,,,,24.0234,7.8875
,,,,,,,,23.6828,7.8875
,,,,,,,,23.6828,7.9
,,,,,,,,23.6828,7.925
,,,,,,,,23.6828,7.9375
,,,,,,,,23.35,7.9375
,,,,,,,,23.35,7.95
,,,,,,,,23.35,7.975
,,,,,,,,23.35,7.9875
,,,,,,,,23.0262,7.9875
,,,,,,,,23.0262,8
,,,,,,,,23.0262,8.025
,,,,,,,,23.0262,8.0375
,,,,,,,,22.7126,8.0375
,,,,,,,,22.7126,8.05
,,,,,,,,22.7126,8.075
,,,,,,,,22.7126,8.0875
,,,,,,,,22.4101,8.0875
,,,,,,,,22.4101,8.1
,,,,,,,,22.4101,8.125
,,,,,,,,22.4101,8.1375
,,,,,,,,22.1196,8.1375
,,,,,,,,22.1196,8.15
,,,,,,,,22.1196,8.175
,,,,,,,,22.1196,8.1875
,,,,,,,,21.8418,8.1875
,,,,,,,,21.8418,8.2
,,,,,,,,21.8418,8.225
,,,,,,,,21.8418,8.2375
,,,,,,,,21.5769,8.2375
,,,,,,,,21.5769,8.25
,,,,,,,,21.5769,8.275
,,,,,,,,21.5769,8.2875
,,,,,,,,21.3255,8.2875
,,,,,,,,21.3255,8.3
,,,,,,,,21.3255,8.325
,,,,,,,,21.3255,8.3375
,,,,,,,,21.0878,8.3375
,,,,,,,,21.0878,8.35
,,,,,,,,21.0878,8.375
,,,,,,,,21.0878,8.3875
,,,,,,,,20.8639,8.3875
,,,,,,,,20.8639,8.4
,,,,,,,,20.8639,8.425
,,,,,,,,20.8639,8.4375
,,,,,,,,20.6537,8.4375
,,,,,,,,20.6537,8.45
,,,,,,,,20.6537,8.475
,,,,,,,,20.6537,8.4875
,,,,,,,,20.4573,8.4875
,,,,,,,,20.4573,8.5
,,,,,,,,20.4573,8.525
,,,,,,,,20.4573,8.5375
,,,,,,,,20.2744,8.5375
,,,,,,,,20.2744,8.55
,,,,,,,,20.2744,8.575
,,,,,,,,20.2744,8.5875
,,,,,,,,20.1049,8.5875
,,,,,,,,20.1049,8.6
,,,,,,,,20.1049,8.625
,,,,,,,,20.1049,8.6375
,,,,,,,,19.9485,8.6375
,,,,,,,,19.9485,8.65
,,,,,,,,19.9485,8.675
,,,,,,,,19.9485,8.6875
,,,,,,,,19.8047,8.6875
,,,,,,,,19.8047,8.7
,,,,,,,,19.8047,8.725
,,,,,,,,19.8047,8.7375
,,,,,,,,19.6733,8.7375
,,,,,,,,19.6733,8.75
,,,,,,,,19.6733,8.775
,,,,,,,,19.6733,8.7875
,,,,,,,,19.5537,8.7875
,,,,,,,,19.5537,8.8
,,,,,,,,19.5537,8.825
,,,,,,,,19.5537,8.8375
,,,,,,,,19.4456,8.8375
,,,,,,,,19.4456,8.85
,,,,,,,,19.4456,8.875
,,,,,,,,19.4456,8.8875
,,,,,,,,19.3485,8.8875
,,,,,,,,19.3485,8.9
,,,,,,,,19.3485,8.925
,,,,,,,,19.3485,8.9375
,,,,,,,,19.2617,8.9375
,,,,,,,,19.2617,8.95
,,,,,,,,19.2617,8.975
,,,,,,,,19.2617,8.9875
,,,,,,,,19.1849,8.9875
,,,,,,,,19.1849,9
,,,,,,,,19.1849,9.025
,,,,,,,,19.1849,9.0375
,,,,,,,,19.1174,9.0375
,,,,,,,,19.1174,9.05
,,,,,,,,19.1174,9.075
,,,,,,,,19.1174,9.0875
,,,,,,,,19.0588,9.0875
,,,,,,,,19.0588,9.1
,,,,,,,,19.0588,9.125
,,,,,,,,19.0588,9.1375
,,,,,,,,19.0084,9.1375
,,,,,,,,19.0084,9.15
,,,,,,,,19.0084,9.175
,,,,,,,,19.0084,9.1875
,,,,,,,,18.9658,9.1875
,,,,,,,,18.9658,9.2
,,,,,,,,18.9658,9.225
,,,,,,,,18.9658,9.2375
,,,,,,,,18.9304,9.2375
,,,,,,,,18.9304,9.25
,,,,,,,,18.9304,9.275
,,,,,,,,18.9304,9.2875
,,,,,,,,18.9017,9.2875
,,,,,,,,18.9017,9.3
,,,,,,,,18.9017,9.325
,,,,,,,,18.9017,9.3375
,,,,,,,,18.8791,9.3375
,,,,,,,,18.8791,9.35
,,,,,,,,18.8791,9.375
,,,,,,,,18.8791,9.3875
,,,,,,,,18.8622,9.3875
,,,,,,,,18.8622,9.4
,,,,,,,,18.8622,9.425
,,,,,,,,18.8622,9.4375
,,,,,,,,18.8505,9.4375
,,,,,,,,18.8505,9.45
,,,,,,,,18.8505,9.475
,,,,,,,,18.8505,9.4875
,,,,,,,,18.8435,9.4875
,,,,,,,,18.8435,9.5
,,,,,,,,18.8435,9.525
,,,,,,,,18.8435,9.5375
,,,,,,,,18.8407,9.5375
,,,,,,,,18.8407,9.55
,,,,,,,,18.8407,9.575
,,,,,,,,18.8407,9.5875
,,,,,,,,18.8418,9.5875
,,,,,,,,18.8418,9.6
,,,,,,,,18.8418,9.625
,,,,,,,,18.8418,9.6375
,,,,,,,,18.8462,9.6375
,,,,,,,,18.8462,9.65
,,,,,,,,18.8462,9.675
,,,,,,,,18.8462,9.6875
,,,,,,,,18.8536,9.6875
,,,,,,,,18.8536,9.7
,,,,,,,,18.8536,9.725
,,,,,,,,18.8536,9.7375
,,,,,,,,18.8637,9.7375
,,,,,,,,18.8637,9.75
,,,,,,,,18.8637,9.775
,,,,,,,,18.8637,9.7875
,,,,,,,,18.876,9.7875
,,,,,,,,18.876,9.8
,,,,,,,,18.876,9.825
,,,,,,,,18.876,9.8375
,,,,,,,,18.8903,9.8375
,,,,,,,,18.8903,9.85
,,,,,,,,18.8903,9.875
,,,,,,,,18.8903,9.8875
,,,,,,,,18.9063,9.8875
,,,,,,,,18.9063,9.9
,,,,,,,,18.9063,9.925
,,,,,,,,18.9063,9.9375
,,,,,,,,18.9235,9.9375
,,,,,,,,18.9235,9.95
,,,,,,,,18.9235,9.975
,,,,,,,,18.9235,9.9875
,,,,,,,,18.9419,9.9875
,,,,,,,,18.9419,10
m_value,M_value,L_value,g_value,d_value,b_value,theta_cmd,theta_0,F_value,t0
1,1000,4,-10,1,1,0,0.5,,
,,,,,,,,0,0
,,,,,,,,0,0
,,,,,,,,0,0.025
,,,,,,,,0,0.0375
,,,,,,,,-10434.6,0.0375
,,,,,,,,-10434.6,0.05
,,,,,,,,-10434.6,0.075
,,,,,,,,-10434.6,0.0875
,,,,,,,,-10185.4,0.0875
,,,,,,,,-10185.4,0.1
